date,city_name,product_id,product_name,category,total_orders,total_sales,stock_quantity,instock_darkstores,OOS_darkstores,total_darkstores
9/14/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,14,2786,173,44,35,79
9/15/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,20,3980,183,43,36,79
9/23/2025,delhi,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,53,10547,313,132,16,148
9/26/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,0,0,232,57,22,79
9/24/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,30,5970,272,60,19,79
9/14/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,29,5771,278,130,28,158
9/12/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,22,7480,141,64,15,79
9/12/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,26,8970,477,133,15,148
9/20/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,28,7868,253,77,71,148
9/8/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,17,5780,84,45,49,94
9/16/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,31,9207,164,69,79,148
9/18/2025,mumbai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,18,3996,140,76,18,94
9/2/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,21,5292,284,149,9,158
9/12/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,18,6084,247,143,15,158
9/17/2025,mumbai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,36,8208,180,80,14,94
9/5/2025,mumbai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,31,7843,171,80,14,94
9/3/2025,hyderabad,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,12,3024,114,65,14,79
9/6/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,30,7470,169,91,57,148
9/2/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,18,6372,251,152,6,158
9/8/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,14,7042,233,145,13,158
9/15/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,14,4886,137,90,58,148
9/14/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,31,10819,153,100,48,148
9/10/2025,mumbai,SKU6,Mild Baby Laundry Detergent,Hygiene,7,3521,70,39,55,94
9/9/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,6,3018,250,151,7,158
9/15/2025,hyderabad,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,11,1001,93,48,31,79
9/4/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,17,1513,275,131,27,158
9/26/2025,delhi,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,0,0,137,73,75,148
9/4/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,13,1157,75,42,52,94
9/18/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,15,1365,351,139,19,158
9/18/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,13,1183,64,48,46,94
9/1/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,17,1513,300,139,19,158
9/3/2025,delhi,SKU5,Nail Clipper,Hygiene,8,1448,201,127,21,148
9/5/2025,chennai,SKU5,Nail Clipper,Hygiene,5,905,115,45,9,54
9/4/2025,chennai,SKU5,Nail Clipper,Hygiene,7,1267,121,47,7,54
9/5/2025,bangalore,SKU5,Nail Clipper,Hygiene,14,2534,418,156,2,158
9/25/2025,chennai,SKU5,Nail Clipper,Hygiene,12,1800,154,53,1,54
9/8/2025,delhi,SKU5,Nail Clipper,Hygiene,12,2232,185,127,21,148
9/25/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,19,3173,412,142,16,158
9/11/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,20,3780,349,147,11,158
9/12/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,6,1146,130,53,1,54
9/5/2025,mumbai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,23,4278,100,67,27,94
9/17/2025,mumbai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,23,4278,142,65,29,94
9/17/2025,delhi,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,15,2790,143,87,61,148
9/14/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,26,4836,316,138,20,158
9/3/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,9,1710,118,53,1,54
9/2/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,9,1710,124,51,3,54
9/21/2025,hyderabad,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,17,3162,216,71,8,79
9/14/2025,mumbai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,17,3383,118,61,33,94
9/19/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,13,2587,198,69,10,79
9/20/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,19,3781,221,70,9,79
9/10/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,8,1568,47,28,51,79
9/17/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,22,4378,114,70,9,79
9/12/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,14,2744,89,46,33,79
9/11/2025,mumbai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,12,2352,90,54,40,94
9/5/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,18,3384,89,46,33,79
9/26/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,0,0,86,41,13,54
9/21/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,18,3564,255,142,16,158
9/22/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,14,2772,271,142,16,158
9/14/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,21,4158,91,54,40,94
9/5/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,2,398,60,40,14,54
9/14/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,11,2178,236,144,14,158
9/8/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,32,6560,136,41,38,79
9/21/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,51,10149,429,72,7,79
9/19/2025,bangalore,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,86,17114,834,148,10,158
9/13/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,32,6368,151,42,37,79
9/20/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,57,11343,432,74,5,79
9/18/2025,bangalore,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,78,15522,781,135,23,158
9/19/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,38,7562,314,73,6,79
9/2/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,28,5600,241,136,22,158
9/12/2025,mumbai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,41,8528,83,47,47,94
9/16/2025,delhi,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,58,11542,294,119,29,148
9/13/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,33,6864,283,142,16,158
9/17/2025,chennai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,0,0,0,0,54,54
9/3/2025,hyderabad,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,36,7200,241,71,8,79
9/7/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,27,5400,312,142,16,158
9/9/2025,bangalore,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,17,5780,368,138,20,158
9/14/2025,chennai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,15,4575,125,47,7,54
9/7/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,27,8478,168,72,7,79
9/11/2025,bangalore,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,11,3740,343,142,16,158
9/4/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,32,10048,190,64,30,94
9/15/2025,chennai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,11,3355,101,37,17,54
9/17/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,21,6279,125,66,13,79
9/10/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,32,11008,426,136,12,148
9/9/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,14,4760,122,57,22,79
9/26/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,0,0,397,72,22,94
9/25/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,9,2430,150,45,103,148
9/21/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,20,5500,147,64,15,79
9/9/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,8,2720,46,30,64,94
9/10/2025,bangalore,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,16,5440,349,144,14,158
9/14/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,5,1210,67,43,11,54
9/22/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,31,7378,137,78,70,148
9/5/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,27,6804,283,144,14,158
9/13/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,6,1494,66,42,12,54
9/25/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,5,1120,83,41,13,54
9/20/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,3,714,86,43,11,54
9/25/2025,mumbai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,30,6720,245,76,18,94
9/1/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,27,6723,225,103,45,148
9/2/2025,hyderabad,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,7,1764,119,62,17,79
9/8/2025,mumbai,SKU6,Mild Baby Laundry Detergent,Hygiene,8,4024,105,54,40,94
9/25/2025,chennai,SKU6,Mild Baby Laundry Detergent,Hygiene,3,942,58,37,17,54
9/2/2025,mumbai,SKU6,Mild Baby Laundry Detergent,Hygiene,14,4956,138,66,28,94
9/8/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,25,2275,281,135,23,158
9/12/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,16,1456,258,127,31,158
9/9/2025,delhi,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,7,637,114,74,74,148
9/17/2025,delhi,SKU5,Nail Clipper,Hygiene,20,3360,164,111,37,148
9/7/2025,chennai,SKU5,Nail Clipper,Hygiene,6,1086,112,45,9,54
9/6/2025,bangalore,SKU5,Nail Clipper,Hygiene,13,2353,420,153,5,158
9/24/2025,delhi,SKU5,Nail Clipper,Hygiene,14,2100,167,105,43,148
9/2/2025,mumbai,SKU5,Nail Clipper,Hygiene,8,1448,158,88,6,94
9/20/2025,chennai,SKU5,Nail Clipper,Hygiene,2,326,46,19,35,54
9/10/2025,mumbai,SKU5,Nail Clipper,Hygiene,14,2604,139,85,9,94
9/11/2025,hyderabad,SKU5,Nail Clipper,Hygiene,10,1860,210,74,5,79
9/12/2025,bangalore,SKU5,Nail Clipper,Hygiene,15,2790,372,147,11,158
9/17/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,21,3906,333,136,22,158
9/10/2025,delhi,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,16,3008,228,119,29,148
9/20/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,6,1170,134,51,3,54
9/20/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,22,4092,367,148,10,158
9/9/2025,delhi,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,23,4485,226,124,24,148
9/1/2025,mumbai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,19,3572,94,56,38,94
9/25/2025,chennai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,4,796,131,45,9,54
9/24/2025,delhi,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,23,4577,253,129,19,148
9/16/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,18,3582,106,66,13,79
9/10/2025,mumbai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,14,2744,92,55,39,94
9/8/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,17,3910,227,140,18,158
9/6/2025,hyderabad,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,14,2786,86,51,28,79
9/18/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,18,3564,150,77,17,94
9/11/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,20,4600,96,58,36,94
9/4/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,20,3980,132,66,28,94
9/21/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,3,594,74,39,15,54
9/13/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,11,2178,214,143,15,158
9/1/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,15,2985,244,148,10,158
9/12/2025,delhi,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,21,4809,115,69,79,148
9/9/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,26,5330,117,38,41,79
9/12/2025,delhi,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,89,18245,315,125,23,148
9/14/2025,bangalore,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,99,19701,628,149,9,158
9/14/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,25,4975,125,41,38,79
9/25/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,41,8159,344,74,5,79
9/17/2025,mumbai,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,71,14129,208,77,17,94
9/16/2025,delhi,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,111,22089,480,139,9,148
9/1/2025,bangalore,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,75,15075,458,145,13,158
9/17/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,71,14129,253,69,10,79
9/9/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,17,3536,324,148,10,158
9/11/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,24,4992,313,144,14,158
9/13/2025,delhi,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,50,10450,272,121,27,148
9/15/2025,delhi,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,53,10547,261,116,32,148
9/21/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,21,5775,154,68,80,148
9/21/2025,chennai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,16,4400,64,25,29,54
9/6/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,29,9106,165,69,25,94
9/18/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,42,12054,292,99,49,148
9/7/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,42,13314,334,116,32,148
9/5/2025,delhi,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,23,7291,401,123,25,148
9/22/2025,bangalore,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,33,9075,485,145,13,158
9/8/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,16,5376,135,80,68,148
9/18/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,15,3330,266,146,12,158
9/1/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,4,1016,80,46,8,54
9/16/2025,hyderabad,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,13,3120,69,52,27,79
9/16/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,23,5520,136,77,71,148
9/23/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,24,7536,286,147,11,158
9/2/2025,chennai,SKU6,Mild Baby Laundry Detergent,Hygiene,3,1062,77,47,7,54
9/10/2025,hyderabad,SKU6,Mild Baby Laundry Detergent,Hygiene,5,2515,88,46,33,79
9/8/2025,hyderabad,SKU6,Mild Baby Laundry Detergent,Hygiene,5,2515,109,54,25,79
9/24/2025,mumbai,SKU6,Mild Baby Laundry Detergent,Hygiene,16,5024,205,59,35,94
9/26/2025,chennai,SKU6,Mild Baby Laundry Detergent,Hygiene,0,0,53,32,22,54
9/7/2025,chennai,SKU6,Mild Baby Laundry Detergent,Hygiene,5,1770,74,43,11,54
9/21/2025,hyderabad,SKU6,Mild Baby Laundry Detergent,Hygiene,13,4537,190,71,8,79
9/3/2025,hyderabad,SKU6,Mild Baby Laundry Detergent,Hygiene,14,4956,158,71,8,79
9/19/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,22,7678,228,142,16,158
9/4/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,21,7392,141,92,56,148
9/19/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,7,637,61,43,51,94
9/3/2025,chennai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,2,178,101,51,3,54
9/1/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,10,890,92,52,42,94
9/18/2025,hyderabad,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,25,2275,196,64,15,79
9/8/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,3,273,56,37,57,94
9/16/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,16,1456,307,122,36,158
9/8/2025,chennai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,11,1001,89,42,12,54
9/21/2025,delhi,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,6,546,117,67,81,148
9/5/2025,mumbai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,9,801,69,41,53,94
9/16/2025,bangalore,SKU5,Nail Clipper,Hygiene,12,2004,334,139,19,158
9/9/2025,hyderabad,SKU5,Nail Clipper,Hygiene,11,2046,223,76,3,79
9/9/2025,mumbai,SKU5,Nail Clipper,Hygiene,14,2604,145,83,11,94
9/17/2025,chennai,SKU5,Nail Clipper,Hygiene,5,840,56,25,29,54
9/12/2025,hyderabad,SKU5,Nail Clipper,Hygiene,9,1674,204,73,6,79
9/14/2025,delhi,SKU5,Nail Clipper,Hygiene,19,3382,176,121,27,148
9/15/2025,bangalore,SKU5,Nail Clipper,Hygiene,11,1903,346,137,21,158
9/26/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,0,0,171,52,2,54
9/16/2025,mumbai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,6,1116,137,61,33,94
9/10/2025,hyderabad,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,18,3402,123,53,26,79
9/25/2025,delhi,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,25,4175,215,116,32,148
9/13/2025,hyderabad,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,15,2790,145,57,22,79
9/17/2025,hyderabad,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,22,4092,189,69,10,79
9/13/2025,delhi,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,27,5373,165,100,48,148
9/4/2025,hyderabad,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,13,2444,108,55,24,79
9/14/2025,chennai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,2,398,59,41,13,54
9/20/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,16,3168,157,75,19,94
9/16/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,1,198,66,43,11,54
9/22/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,1,198,75,40,14,54
9/19/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,4,792,76,42,12,54
9/10/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,5,1150,59,40,14,54
9/6/2025,bangalore,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,10,1990,254,146,12,158
9/13/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,6,1188,59,43,11,54
9/12/2025,hyderabad,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,33,6765,177,46,33,79
9/20/2025,bangalore,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,100,19900,845,155,3,158
9/13/2025,delhi,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,99,19701,365,120,28,148
9/5/2025,mumbai,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,59,11859,218,73,21,94
9/17/2025,mumbai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,97,19303,283,82,12,94
9/4/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,20,4000,263,135,23,158
9/18/2025,mumbai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,76,15124,318,90,4,94
9/11/2025,mumbai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,52,10816,122,64,30,94
9/7/2025,chennai,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,0,0,0,0,54,54
9/20/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,25,4975,287,127,31,158
9/8/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,15,3120,297,141,17,158
9/25/2025,bangalore,SKU1,Caring Baby Baby Wipes with Lid - Buy 2 Get 1 Free,Baby Wipes,18,3582,374,141,17,158
9/21/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,15,4125,127,49,45,94
9/22/2025,mumbai,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,17,4675,130,47,47,94
9/4/2025,hyderabad,SKU8,Gentle Wet Baby Wipes with Aloe Vera - Pack of 5,Baby Wipes,14,4396,180,75,4,79
9/23/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,33,7392,142,76,72,148
9/22/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,24,5712,301,142,16,158
9/24/2025,delhi,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,32,7168,197,103,45,148
9/4/2025,bangalore,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,19,4788,292,148,10,158
9/3/2025,chennai,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,11,2794,76,41,13,54
9/25/2025,hyderabad,SKU3,Mild Baby Laundry Detergent Refill,Hygiene,11,2464,75,42,37,79
9/13/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,23,8027,149,96,52,148
9/23/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,27,8478,151,84,64,148
9/16/2025,delhi,SKU6,Mild Baby Laundry Detergent,Hygiene,21,7329,149,89,59,148
9/19/2025,chennai,SKU6,Mild Baby Laundry Detergent,Hygiene,7,2443,80,47,7,54
9/12/2025,bangalore,SKU6,Mild Baby Laundry Detergent,Hygiene,15,7545,248,151,7,158
9/13/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,18,1638,245,117,41,158
9/23/2025,bangalore,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,26,2028,341,134,24,158
9/2/2025,delhi,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,11,979,106,76,72,148
9/20/2025,chennai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,8,728,114,45,9,54
9/16/2025,chennai,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,7,637,112,52,2,54
9/24/2025,hyderabad,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,20,1560,258,74,5,79
9/16/2025,hyderabad,SKU4,Tooth & Gum Cleaning Finger Baby Toothbrush,Oral & Nasal Care,23,2093,130,66,13,79
9/20/2025,bangalore,SKU5,Nail Clipper,Hygiene,16,2608,305,130,28,158
9/25/2025,hyderabad,SKU5,Nail Clipper,Hygiene,7,1050,179,66,13,79
