date,city_name,product_id,product_name,category,total_orders,total_sales,stock_quantity,instock_darkstores,OOS_darkstores,total_darkstores
9/7/2025,delhi,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,33,6105,254,122,26,148
9/19/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,20,3720,371,147,11,158
9/6/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,8,1520,104,51,3,54
9/1/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,15,2790,312,148,10,158
9/19/2025,mumbai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,13,2418,192,86,8,94
9/9/2025,bangalore,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,18,3402,349,138,20,158
9/8/2025,chennai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,7,1351,100,50,4,54
9/6/2025,mumbai,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,26,4836,109,67,27,94
9/21/2025,delhi,SKU7,Baby Bottle & Nipple Brush,Feeding Essentials,18,3348,170,99,49,148
9/11/2025,chennai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,6,1176,42,29,25,54
9/2/2025,mumbai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,20,3760,116,65,29,94
9/11/2025,bangalore,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,20,3920,272,143,15,158
9/2/2025,chennai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,5,940,70,44,10,54
9/22/2025,chennai,SKU10,Anti-Bacterial Baby Liquid Cleanser,Hygiene,10,1990,130,44,10,54
9/1/2025,delhi,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,27,5319,196,114,34,148
9/1/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,12,2388,98,62,32,94
9/1/2025,hyderabad,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,12,2388,122,64,15,79
9/17/2025,chennai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,8,1584,78,45,9,54
9/3/2025,delhi,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,32,6304,197,115,33,148
9/12/2025,mumbai,SKU9,Anti-Bacterial Baby Liquid Cleanser (Refill),Hygiene,10,2300,79,51,43,94
9/11/2025,delhi,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,84,17136,294,117,31,148
9/26/2025,mumbai,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,0,0,506,94,0,94
9/4/2025,delhi,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,120,23760,405,136,12,148
9/24/2025,mumbai,SKU2,Caring Baby Wipes with Aloe Vera - Pack of 3,Baby Wipes,64,12736,346,88,6,94
